,Trend,Date,Common Words,Common Pairs,Positive Score,Negative Score
0,cheese,04/12/2017,"[(u'cheese', 34), (u'grilled', 30), (u'happy', 14), (u'day', 9), (u'sandwich', 8), (u'get', 5), (u'celebrate', 4), (u'love', 4), (u'today', 4), (u'made', 4)]","[((u'grilled', u'cheese'), 27), ((u'cheese', u'sandwich'), 5), ((u'get', u'grilled'), 2), ((u'national', u'grilled'), 2), ((u'gooey', u'grilled'), 2), ((u'like', u'grilled'), 2), ((u'creates', u'perfect'), 2), ((u'perfect', u'gooey'), 2), ((u'made', u'grilled'), 2), ((u'chemistry', u'creates'), 2)]",0.56,0.19
1,election,04/12/2017,"[(u'today', 5), (u'us', 5), (u'one', 4), (u'take', 4), (u'focus', 3), (u'go', 3), (u'new', 3), (u'something', 3), (u'every', 3), (u'better', 3)]","[((u'ben', u'carson'), 2), ((u'holy', u'spirit'), 2), ((u'create', u'us'), 2), ((u'wednesday', u'easter'), 2), ((u'group', u'netflix'), 1), ((u'ruin', u'everything'), 1), ((u'also', u'getting'), 1), ((u'leaders', u'selfdevelopment'), 1), ((u'seasonal', u'affective'), 1), ((u'revenge', u'better'), 1)]",0.85,0.39
2,elevator,04/12/2017,"[(u'carson', 67), (u'ben', 67), (u'elevator', 53), (u'stuck', 36), (u'housing', 16), (u'gets', 13), (u'got', 9), (u'public', 9), (u'trapped', 9), (u'via', 8)]","[((u'ben', u'carson'), 66), ((u'stuck', u'elevator'), 30), ((u'gets', u'stuck'), 11), ((u'carson', u'gets'), 10), ((u'carson', u'got'), 9), ((u'public', u'housing'), 9), ((u'got', u'stuck'), 7), ((u'carson', u'stuck'), 7), ((u'affordable', u'housing'), 5), ((u'carson', u'elevator'), 5)]",0.33,0.47
3,intended,04/12/2017,"[(u'trump', 11), (u'press', 9), (u'team', 6), (u'china', 6), (u'america', 6), (u'war', 6), (u'nk', 6), (u'lies', 5), (u'say', 5), (u'news', 5)]","[((u'team', u'america'), 6), ((u'war', u'nk'), 6), ((u'china', u'team'), 6), ((u'america', u'war'), 6), ((u'fake', u'news'), 3), ((u'holy', u'spirit'), 3), ((u'yadda', u'yadda'), 2), ((u'ask', u'keep'), 2), ((u'get', u'answer'), 2), ((u'keep', u'asking'), 2)]",0.45,0.69
4,fact,04/12/2017,"[(u'place', 11), (u'people', 8), (u'like', 5), (u'go', 4), (u'kids', 4), (u'fake', 4), (u'sorry', 3), (u'school', 3), (u'never', 3), (u'high', 3)]","[((u'place', u'people'), 3), ((u'high', u'school'), 3), ((u'6', u'billion'), 2), ((u'like', u'kids'), 2), ((u'nearly', u'6'), 2), ((u'thats', u'works'), 2), ((u'act', u'like'), 2), ((u'year', u'olds'), 2), ((u'real', u'life'), 2), ((u'1', u'side'), 2)]",0.48,0.49
5,face,04/12/2017,"[(u'tiny', 61), (u'ti', 13), (u'really', 6), (u'dont', 5), (u'im', 5), (u'video', 4), (u'one', 4), (u'like', 4), (u'nude', 4), (u'us', 4)]","[((u'tiny', u'video'), 3), ((u'ti', u'tiny'), 3), ((u'tiny', u'homes'), 2), ((u'nude', u'tiny'), 2), ((u'golf', u'swing'), 2), ((u'homes', u'developer'), 2), ((u'social', u'media'), 2), ((u'tiny', u'bean'), 2), ((u'know', u'tiny'), 2), ((u'tiny', u'queen'), 1)]",0.61,1.31
6,brownbookworms,04/12/2017,"[(u'cover', 37), (u'gorgeous', 11), (u'book', 11), (u'black', 8), (u'read', 8), (u'belles', 8), (u'reveal', 6), (u'wait', 6), (u'girl', 6), (u'cant', 5)]","[((u'belles', u'belles'), 7), ((u'cover', u'gorgeous'), 6), ((u'black', u'girl'), 5), ((u'cant', u'wait'), 4), ((u'cover', u'reveal'), 4), ((u'black', u'woman'), 3), ((u'girl', u'cover'), 3), ((u'look', u'cover'), 3), ((u'exclusive', u'except'), 2), ((u'read', u'exclusive'), 2)]",0.84,0.17
7,rights,04/12/2017,"[(u'girl', 70), (u'fearless', 70), (u'bull', 47), (u'says', 29), (u'charging', 29), (u'rights', 27), (u'statue', 27), (u'wall', 18), (u'sculptor', 18), (u'artist', 17)]","[((u'fearless', u'girl'), 67), ((u'charging', u'bull'), 28), ((u'girl', u'statue'), 22), ((u'bull', u'sculptor'), 17), ((u'sculptor', u'says'), 16), ((u'says', u'nyc'), 14), ((u'violated', u'rights'), 14), ((u'wall', u'street'), 13), ((u'rights', u'fearless'), 12), ((u'street', u'bull'), 11)]",2.17,0.32
8,sending,04/12/2017,"[(u'beverly', 69), (u'cleary', 58), (u'birthday', 44), (u'happy', 36), (u'101st', 26), (u'today', 12), (u'books', 10), (u'101', 9), (u'ramona', 6), (u'book', 5)]","[((u'beverly', u'cleary'), 57), ((u'101st', u'birthday'), 26), ((u'birthday', u'beverly'), 25), ((u'happy', u'101st'), 20), ((u'happy', u'birthday'), 13), ((u'beverly', u'clearys'), 5), ((u'author', u'beverly'), 4), ((u'101', u'today'), 4), ((u'totally', u'got'), 3), ((u'got', u'childhood'), 3)]",1.11,0.09
9,logo,04/12/2017,"[(u'chief', 66), (u'wahoo', 63), (u'indians', 42), (u'logo', 30), (u'mlb', 19), (u'away', 16), (u'talks', 12), (u'cleveland', 11), (u'change', 11), (u'manfred', 10)]","[((u'chief', u'wahoo'), 62), ((u'wahoo', u'logo'), 18), ((u'away', u'chief'), 16), ((u'indians', u'talks'), 10), ((u'rob', u'manfred'), 9), ((u'talks', u'transitioning'), 8), ((u'transitioning', u'away'), 8), ((u'forced', u'change'), 8), ((u'change', u'controversial'), 8), ((u'controversial', u'logo'), 8)]",0.36,0.45
10,case,04/12/2017,"[(u'mail', 69), (u'daily', 67), (u'trump', 46), (u'melania', 42), (u'damages', 18), (u'settles', 12), (u'wins', 11), (u'apology', 10), (u'million', 9), (u'lawsuit', 9)]","[((u'daily', u'mail'), 66), ((u'melania', u'trump'), 40), ((u'damages', u'daily'), 9), ((u'trump', u'wins'), 9), ((u'wins', u'damages'), 7), ((u'mail', u'online'), 7), ((u'apology', u'daily'), 6), ((u'settles', u'lawsuits'), 6), ((u'lawsuits', u'daily'), 6), ((u'trump', u'settles'), 6)]",0.35,0.23
11,lot,04/12/2017,"[(u'dumbledore', 71), (u'law', 59), (u'jude', 58), (u'young', 39), (u'sequel', 22), (u'cast', 22), (u'beasts', 13), (u'fantastic', 13), (u'living', 12), (u'albus', 11)]","[((u'jude', u'law'), 58), ((u'young', u'dumbledore'), 37), ((u'law', u'cast'), 20), ((u'dumbledore', u'sequel'), 17), ((u'cast', u'young'), 15), ((u'sequel', u'living'), 12), ((u'fantastic', u'beasts'), 11), ((u'law', u'dumbledore'), 10), ((u'albus', u'dumbledore'), 10), ((u'law', u'play'), 8)]",0.45,0.15
12,fire,04/12/2017,"[(u'son', 63), (u'sea', 61), (u'manchester', 61), (u'kill', 59), (u'prosecutor', 59), (u'inspired', 58), (u'couple', 47), (u'says', 27), (u'house', 21), (u'fire', 21)]","[((u'manchester', u'sea'), 61), ((u'sea', u'inspired'), 54), ((u'kill', u'son'), 45), ((u'couple', u'kill'), 35), ((u'inspired', u'couple'), 30), ((u'prosecutor', u'says'), 27), ((u'prosecutor', u'manchester'), 22), ((u'says', u'manchester'), 20), ((u'house', u'fire'), 20), ((u'son', u'house'), 19)]",0.04,0.15
13,pictures,04/12/2017,"[(u'trailer', 71), (u'last', 68), (u'transformers', 66), (u'knight', 65), (u'history', 15), (u'rewrites', 14), (u'cnet', 13), (u'5', 13), (u'new', 11), (u'video', 11)]","[((u'last', u'knight'), 65), ((u'knight', u'trailer'), 54), ((u'transformers', u'last'), 50), ((u'trailer', u'rewrites'), 14), ((u'rewrites', u'history'), 14), ((u'transformers', u'5'), 13), ((u'history', u'cnet'), 13), ((u'5', u'last'), 12), ((u'trailer', u'3'), 10), ((u'liked', u'video'), 10)]",0.19,0.16
14,summer,04/12/2017,"[(u'kathryn', 72), (u'trailer', 63), (u'detroit', 50), (u'bigelows', 44), (u'john', 22), (u'boyega', 21), (u'riot', 21), (u'watch', 20), (u'1967', 20), (u'new', 18)]","[((u'kathryn', u'bigelows'), 44), ((u'trailer', u'kathryn'), 37), ((u'bigelows', u'detroit'), 31), ((u'john', u'boyega'), 21), ((u'detroit', u'trailer'), 18), ((u'kathryn', u'bigelow'), 16), ((u'new', u'trailer'), 14), ((u'boyega', u'new'), 14), ((u'watch', u'john'), 14), ((u'1967', u'riot'), 12)]",0.37,0.29
15,dies,04/12/2017,"[(u'dorothy', 59), (u'mengering', 54), (u'david', 51), (u'mom', 49), (u'lettermans', 35), (u'95', 29), (u'dies', 19), (u'moments', 17), (u'mother', 17), (u'late', 15)]","[((u'dorothy', u'mengering'), 48), ((u'david', u'lettermans'), 35), ((u'mom', u'dorothy'), 24), ((u'lettermans', u'mom'), 19), ((u'mengering', u'david'), 16), ((u'lettermans', u'mother'), 14), ((u'david', u'mom'), 12), ((u'dies', u'95'), 10), ((u'late', u'night'), 10), ((u'daves', u'mom'), 10)]",0.48,0.2
16,closer,04/12/2017,"[(u'matt', 99), (u'bush', 98), (u'shoulder', 52), (u'right', 32), (u'tex', 29), (u'exam', 29), (u'undergoing', 29), (u'wire', 23), (u'injection', 15), (u'texas', 10)]","[((u'matt', u'bush'), 97), ((u'right', u'shoulder'), 31), ((u'bush', u'undergoing'), 29), ((u'undergoing', u'exam'), 29), ((u'exam', u'right'), 29), ((u'bush', u'tex'), 27), ((u'shoulder', u'matt'), 27), ((u'wire', u'matt'), 23), ((u'shoulder', u'examined'), 8), ((u'texas', u'shoulder'), 7)]",0.6,0.27
17,tramite,04/12/2017,"[(u'grant', 75), (u'green', 70), (u'stephen', 29), (u'drew', 29), (u'dl', 29), (u'nationals', 17), (u'contract', 17), (u'place', 15), (u'10day', 14), (u'inf', 14)]","[((u'grant', u'green'), 69), ((u'stephen', u'drew'), 29), ((u'10day', u'dl'), 14), ((u'drew', u'10day'), 13), ((u'drew', u'dl'), 12), ((u'place', u'stephen'), 11), ((u'green', u'called'), 10), ((u'nationals', u'place'), 9), ((u'dl', u'select'), 8), ((u'inf', u'stephen'), 8)]",0.24,0.16
18,demo,04/12/2017,"[(u'whopper', 66), (u'burger', 46), (u'google', 45), (u'home', 43), (u'ad', 42), (u'new', 41), (u'advertise', 32), (u'forces', 31), (u'tv', 9), (u'king', 9)]","[((u'google', u'home'), 40), ((u'advertise', u'whopper'), 32), ((u'home', u'advertise'), 31), ((u'ad', u'forces'), 30), ((u'new', u'ad'), 28), ((u'forces', u'google'), 27), ((u'burger', u'new'), 25), ((u'burger', u'king'), 9), ((u'new', u'tv'), 7), ((u'whopper', u'via'), 6)]",0.17,0.27
19,youre,04/12/2017,"[(u'dont', 28), (u'cant', 20), (u'like', 14), (u'think', 9), (u'didnt', 8), (u'know', 8), (u'even', 6), (u'shit', 6), (u'get', 5), (u'said', 5)]","[((u'dont', u'think'), 7), ((u'dont', u'know'), 5), ((u'cant', u'believe'), 3), ((u'cant', u'wait'), 3), ((u'cant', u'stand'), 2), ((u'dont', u'even'), 2), ((u'cant', u'help'), 2), ((u'life', u'aint'), 2), ((u'didnt', u'see'), 2), ((u'whatcha', u'gonna'), 2)]",0.64,0.47
20,around,04/12/2017,"[(u'ukraine', 65), (u'ledger', 25), (u'manafort', 24), (u'received', 22), (u'firm', 20), (u'payout', 15), (u'ap', 15), (u'exclusive', 11), (u'paul', 9), (u'us', 8)]","[((u'firm', u'received'), 20), ((u'ukraine', u'ledger'), 20), ((u'manafort', u'firm'), 15), ((u'received', u'ukraine'), 14), ((u'ledger', u'payout'), 14), ((u'ap', u'exclusive'), 11), ((u'exclusive', u'manafort'), 10), ((u'listed', u'ukraine'), 5), ((u'million', u'listed'), 5), ((u'former', u'trump'), 5)]",0.35,0.29
21,teams,04/12/2017,"[(u'doug', 72), (u'weight', 70), (u'coach', 44), (u'islanders', 40), (u'head', 23), (u'interim', 14), (u'job', 12), (u'name', 11), (u'team', 10), (u'new', 9)]","[((u'doug', u'weight'), 68), ((u'head', u'coach'), 23), ((u'weight', u'head'), 14), ((u'name', u'doug'), 11), ((u'coach', u'doug'), 9), ((u'player', u'comfort'), 8), ((u'success', u'helped'), 8), ((u'level', u'success'), 8), ((u'comfort', u'level'), 8), ((u'helped', u'doug'), 8)]",0.52,0.12
22,via,04/12/2017,"[(u'putin', 74), (u'tillerson', 67), (u'moscow', 66), (u'meets', 55), (u'rex', 42), (u'president', 37), (u'vladimir', 36), (u'russian', 36), (u'us', 26), (u'state', 17)]","[((u'putin', u'moscow'), 66), ((u'tillerson', u'meets'), 53), ((u'rex', u'tillerson'), 41), ((u'vladimir', u'putin'), 36), ((u'russian', u'president'), 35), ((u'president', u'vladimir'), 32), ((u'meets', u'putin'), 27), ((u'meets', u'russian'), 22), ((u'secretary', u'state'), 15), ((u'us', u'envoy'), 12)]",0.08,0.17
23,talk,04/12/2017,"[(u'isaac', 74), (u'humphries', 72), (u'kentucky', 33), (u'draft', 28), (u'nba', 27), (u'sophomore', 26), (u'declares', 23), (u'year', 23), (u'2017', 22), (u'pro', 21)]","[((u'isaac', u'humphries'), 70), ((u'nba', u'draft'), 25), ((u'humphries', u'declares'), 23), ((u'declares', u'2017'), 21), ((u'2017', u'nba'), 21), ((u'draft', u'sophomore'), 21), ((u'sophomore', u'year'), 21), ((u'year', u'kentucky'), 16), ((u'turn', u'pro'), 9), ((u'hire', u'agent'), 6)]",0.45,0.11
24,heat,04/12/2017,"[(u'bump', 77), (u'j', 75), (u'home', 19), (u'welcome', 11), (u'free', 10), (u'real', 8), (u'prison', 7), (u'chicago', 7), (u'released', 7), (u'nigga', 6)]","[((u'bump', u'j'), 75), ((u'welcome', u'home'), 10), ((u'home', u'bump'), 8), ((u'j', u'released'), 7), ((u'federal', u'prison'), 6), ((u'released', u'federal'), 6), ((u'j', u'free'), 6), ((u'j', u'home'), 5), ((u'real', u'nigga'), 5), ((u'know', u'bump'), 4)]",0.52,0.11
25,obsolete,04/13/2017,"[(u'us', 5), (u'go', 4), (u'trump', 4), (u'get', 4), (u'im', 4), (u'people', 4), (u'never', 3), (u'hours', 3), (u'campaign', 3), (u'one', 3)]","[((u'24', u'hours'), 2), ((u'break', u'series'), 2), ((u'core', u'campaign'), 2), ((u'apple', u'android'), 2), ((u'coffee', u'break'), 2), ((u'five', u'core'), 2), ((u'campaign', u'promises'), 2), ((u'times', u'call'), 2), ((u'promises', u'24'), 2), ((u'flips', u'five'), 2)]",0.64,0.32
26,drafts,04/13/2017,"[(u'first', 18), (u'saw', 8), (u'time', 6), (u'said', 5), (u'found', 4), (u'heard', 4), (u'black', 3), (u'since', 3), (u'got', 3), (u'love', 3)]","[((u'first', u'time'), 6), ((u'first', u'saw'), 2), ((u'time', u'heard'), 2), ((u'got', u'first'), 2), ((u'ever', u'since'), 2), ((u'game', u'126'), 1), ((u'thomas', u'jefferson'), 1), ((u'ontario', u'laugh'), 1), ((u'great', u'beer'), 1), ((u'accept', u'ones'), 1)]",0.2,0.19
27,propagandists,04/13/2017,"[(u'lord', 75), (u'jeffrey', 66), (u'trump', 28), (u'mlk', 17), (u'health', 12), (u'care', 10), (u'cnn', 8), (u'like', 7), (u'king', 7), (u'time', 7)]","[((u'jeffrey', u'lord'), 66), ((u'trump', u'mlk'), 14), ((u'health', u'care'), 10), ((u'mlk', u'health'), 9), ((u'lord', u'trump'), 7), ((u'luther', u'king'), 6), ((u'martin', u'luther'), 6), ((u'see', u'jeffrey'), 5), ((u'trump', u'martin'), 5), ((u'compared', u'trump'), 4)]",0.27,0.67
28,gunna,04/13/2017,"[(u'new', 77), (u'ever', 75), (u'york', 75), (u'since', 74), (u'haylor', 18), (u'song', 16), (u'kiwi', 10), (u'angel', 10), (u'im', 9), (u'woman', 7)]","[((u'new', u'york'), 75), ((u'since', u'new'), 74), ((u'ever', u'since'), 74), ((u'york', u'haylor'), 14), ((u'kiwi', u'ever'), 7), ((u'meet', u'hallway'), 7), ((u'two', u'ghosts'), 7), ((u'carolina', u'two'), 6), ((u'sweet', u'creature'), 6), ((u'york', u'woman'), 5)]",0.51,0.07
29,jefferson,04/13/2017,"[(u'thomas', 75), (u'jefferson', 68), (u'birthday', 27), (u'happy', 24), (u'born', 9), (u'jeffersons', 8), (u'1743', 8), (u'one', 7), (u'day', 6), (u'even', 5)]","[((u'thomas', u'jefferson'), 65), ((u'happy', u'birthday'), 18), ((u'birthday', u'thomas'), 16), ((u'thomas', u'jeffersons'), 8), ((u'jefferson', u'born'), 6), ((u'jeffersons', u'birthday'), 4), ((u'happy', u'thomas'), 3), ((u'born', u'1743'), 3), ((u'jefferson', u'trending'), 3), ((u'president', u'thomas'), 3)]",0.65,0.32
30,page,04/13/2017,"[(u'apple', 12), (u'android', 12), (u'latest', 7), (u'films', 6), (u'fun', 6), (u'game', 6), (u'new', 5), (u'film', 5), (u'lineup', 5), (u'selection', 4)]","[((u'apple', u'android'), 12), ((u'game', u'apple'), 6), ((u'fun', u'game'), 3), ((u'official', u'selection'), 3), ((u'\u2488', u'\u2489'), 3), ((u'new', u'york'), 3), ((u'live', u'without'), 2), ((u'lineup', u'includes'), 2), ((u'fun', u'apple'), 2), ((u'without', u'phone'), 2)]",0.36,0.16
31,answers,04/13/2017,"[(u'bill', 69), (u'belichick', 67), (u'leadership', 21), (u'deflategate', 12), (u'lessons', 12), (u'4', 12), (u'hernandez', 12), (u'rules', 12), (u'5', 12), (u'aaron', 11)]","[((u'bill', u'belichick'), 66), ((u'career', u'lessons'), 11), ((u'belichick', u'wants'), 11), ((u'rules', u'exceptional'), 11), ((u'5', u'rules'), 11), ((u'aaron', u'hernandez'), 11), ((u'exceptional', u'leadership'), 11), ((u'4', u'career'), 11), ((u'deflategate', u'aaron'), 10), ((u'reveals', u'5'), 10)]",0.65,0.16
32,amazing,04/13/2017,"[(u'ride', 9), (u'media', 9), (u'new', 5), (u'event', 5), (u'day', 4), (u'lord', 4), (u'good', 4), (u'know', 4), (u'morning', 4), (u'jeffrey', 4)]","[((u'media', u'event'), 5), ((u'good', u'morning'), 4), ((u'jeffrey', u'lord'), 4), ((u'thomas', u'jefferson'), 3), ((u'work', u'work'), 3), ((u'fun', u'media'), 3), ((u'bridge', u'rd'), 2), ((u'opening', u'ceremony'), 2), ((u'ceremony', u'fb'), 2), ((u'bill', u'belichick'), 2)]",0.49,0.16
33,android,04/13/2017,"[(u'apple', 17), (u'android', 17), (u'kiss', 9), (u'fun', 6), (u'enjoy', 5), (u'games', 5), (u'talal', 5), (u'play', 5), (u'\u248b', 4), (u'game', 4)]","[((u'apple', u'android'), 17), ((u'games', u'apple'), 5), ((u'enjoy', u'talal'), 5), ((u'talal', u'games'), 5), ((u'play', u'apple'), 5), ((u'\u2489', u'\u248a'), 4), ((u'\u2488', u'\u2489'), 4), ((u'\u248b', u'\u248c'), 4), ((u'game', u'apple'), 4), ((u'fun', u'apple'), 3)]",0.43,0.15
34,symbol,04/13/2017,"[(u'bridge', 76), (u'rd', 73), (u'cheshire', 66), (u'atlanta', 28), (u'fire', 20), (u'railroad', 14), (u'ga', 13), (u'available', 13), (u'2280', 13), (u'store', 13)]","[((u'cheshire', u'bridge'), 65), ((u'bridge', u'rd'), 64), ((u'rd', u'atlanta'), 14), ((u'store', u'2280'), 13), ((u'available', u'store'), 13), ((u'atlanta', u'ga'), 13), ((u'2280', u'cheshire'), 13), ((u'rd', u'ne'), 8), ((u'30324', u'4860041'), 7), ((u'ga', u'30324'), 7)]",0.33,0.17
35,news,04/13/2017,"[(u'river', 60), (u'hudson', 59), (u'found', 58), (u'judge', 51), (u'dead', 50), (u'new', 29), (u'muslim', 29), (u'sheila', 28), (u'first', 28), (u'court', 27)]","[((u'hudson', u'river'), 59), ((u'found', u'dead'), 50), ((u'dead', u'hudson'), 43), ((u'judge', u'found'), 29), ((u'muslim', u'judge'), 27), ((u'sheila', u'abdussalaam'), 25), ((u'court', u'found'), 20), ((u'female', u'muslim'), 20), ((u'first', u'female'), 18), ((u'judge', u'new'), 16)]",0.33,0.92
36,guy,04/13/2017,"[(u'friday', 77), (u'happy', 75), (u'eve', 71), (u'day', 11), (u'morning', 11), (u'good', 10), (u'weekend', 7), (u'enjoy', 5), (u'everyone', 5), (u'today', 5)]","[((u'happy', u'friday'), 73), ((u'friday', u'eve'), 71), ((u'good', u'morning'), 8), ((u'morning', u'happy'), 6), ((u'eve', u'everyone'), 3), ((u'everyone', u'happy'), 2), ((u'eve', u'weekend'), 2), ((u'one', u'day'), 2), ((u'plan', u'day'), 2), ((u'heres', u'day'), 2)]",1.44,0.08
37,underway,04/13/2017,"[(u'operation', 37), (u'normal', 36), (u'trump', 29), (u'goes', 18), (u'big', 6), (u'thing', 6), (u'1', 6), (u'applause', 6), (u'loudest', 5), (u'conservatives', 4)]","[((u'operation', u'normal'), 34), ((u'trump', u'goes'), 17), ((u'normal', u'trump'), 14), ((u'1', u'big'), 6), ((u'big', u'thing'), 6), ((u'thing', u'operation'), 6), ((u'goes', u'applause'), 5), ((u'applause', u'loudest'), 5), ((u'coming', u'trump'), 4), ((u'conservatives', u'seen'), 4)]",1.04,0.11
38,wrigley,04/13/2017,"[(u'madie', 57), (u'hart', 53), (u'driver', 25), (u'death', 22), (u'accused', 18), (u'murder', 18), (u'benson', 15), (u'briana', 13), (u'killing', 12), (u'woman', 12)]","[((u'madie', u'hart'), 49), ((u'briana', u'benson'), 12), ((u'killing', u'madie'), 12), ((u'driver', u'accused'), 11), ((u'death', u'madie'), 9), ((u'driver', u'charged'), 8), ((u'madie', u'harts'), 7), ((u'charged', u'killing'), 6), ((u'woman', u'accused'), 6), ((u'murder', u'charges'), 5)]",0.19,0.8
39,via,04/13/2017,"[(u'judge', 67), (u'mike', 64), (u'suck', 55), (u'bard', 53), (u'via', 17), (u'feature', 10), (u'silicon', 6), (u'profile', 6), (u'digg', 5), (u'great', 5)]","[((u'mike', u'judge'), 64), ((u'judge', u'bard'), 53), ((u'bard', u'suck'), 52), ((u'suck', u'via'), 16), ((u'feature', u'mike'), 10), ((u'silicon', u'valley'), 5), ((u'via', u'digg'), 5), ((u'profile', u'mike'), 3), ((u'king', u'hill'), 2), ((u'suck', u'new'), 2)]",0.37,0.08
40,ca,04/13/2017,"[(u'brookside', 66), (u'fire', 34), (u'restaurant', 31), (u'plate', 25), (u'firefighters', 8), (u'morning', 6), (u'crews', 6), (u'damages', 6), (u'early', 5), (u'kansas', 5)]","[((u'brookside', u'restaurant'), 16), ((u'plate', u'restaurant'), 14), ((u'restaurant', u'plate'), 8), ((u'fire', u'brookside'), 7), ((u'restaurant', u'brookside'), 7), ((u'fire', u'damages'), 6), ((u'fire', u'crews'), 4), ((u'brookside', u'area'), 3), ((u'morning', u'fire'), 3), ((u'restaurant', u'fire'), 3)]",0.29,0.19
41,patriots,04/13/2017,"[(u'gillislee', 75), (u'mike', 72), (u'patriots', 69), (u'rb', 56), (u'bills', 54), (u'new', 51), (u'england', 50), (u'visits', 49), (u'hosted', 13), (u'rfa', 13)]","[((u'mike', u'gillislee'), 72), ((u'rb', u'mike'), 56), ((u'new', u'england'), 50), ((u'gillislee', u'visits'), 49), ((u'bills', u'rb'), 49), ((u'england', u'patriots'), 48), ((u'visits', u'new'), 46), ((u'running', u'back'), 8), ((u'hosted', u'rfa'), 8), ((u'patriots', u'hosted'), 8)]",0.08,0.17
42,years,04/13/2017,"[(u'cocaine', 74), (u'arrested', 63), (u'last', 54), (u'cowboys', 52), (u'us', 38), (u'years', 22), (u'26', 22), (u'gustavo', 21), (u'falcon', 21), (u'florida', 21)]","[((u'cocaine', u'cowboys'), 52), ((u'last', u'cocaine'), 52), ((u'cowboys', u'arrested'), 40), ((u'26', u'years'), 22), ((u'gustavo', u'falcon'), 21), ((u'cocaine', u'us'), 20), ((u'marshal', u'arrested'), 20), ((u'falcon', u'dubbed'), 20), ((u'us', u'marshal'), 20), ((u'dubbed', u'cocaine'), 20)]",0.0,0.0
43,kitchen,04/13/2017,"[(u'maralago', 75), (u'cost', 37), (u'trumps', 34), (u'health', 31), (u'kitchen', 31), (u'inspectors', 31), (u'zing', 30), (u'undercooled', 30), (u'triggers', 30), (u'travel', 30)]","[((u'trumps', u'maralago'), 34), ((u'maralago', u'kitchen'), 31), ((u'health', u'inspectors'), 30), ((u'travel', u'triggers'), 30), ((u'maralago', u'travel'), 30), ((u'triggers', u'cost'), 30), ((u'cost', u'ethics'), 30), ((u'ethics', u'concerns'), 30), ((u'inspectors', u'zing'), 30), ((u'zing', u'maralago'), 29)]",0.03,0.81
44,missing,04/13/2017,"[(u'bridge', 73), (u'zakim', 71), (u'fuel', 19), (u'boston', 18), (u'lanes', 14), (u'truck', 14), (u'nb', 11), (u'spill', 9), (u'leaking', 8), (u'sb', 8)]","[((u'zakim', u'bridge'), 69), ((u'fuel', u'spill'), 9), ((u'leaking', u'fuel'), 6), ((u'bridge', u'boston'), 6), ((u'nb', u'zakim'), 5), ((u'fuel', u'zakim'), 5), ((u'93', u'sb'), 5), ((u'truck', u'leaking'), 5), ((u'disabled', u'truck'), 4), ((u'hazmat', u'response'), 4)]",0.24,0.19
45,elected,04/13/2017,"[(u'nato', 77), (u'china', 77), (u'trump', 50), (u'russia', 27), (u'warms', 21), (u'shift', 20), (u'abrupt', 20), (u'sours', 19), (u'bannon', 10), (u'undercuts', 9)]","[((u'china', u'nato'), 71), ((u'warms', u'china'), 21), ((u'abrupt', u'shift'), 20), ((u'trump', u'warms'), 20), ((u'nato', u'sours'), 19), ((u'sours', u'russia'), 19), ((u'shift', u'trump'), 19), ((u'trump', u'undercuts'), 9), ((u'undercuts', u'bannon'), 9), ((u'president', u'trump'), 7)]",0.36,0.77
46,cheers,04/13/2017,"[(u'debt', 55), (u'student', 9), (u'loan', 8), (u'says', 7), (u'fair', 6), (u'via', 5), (u'third', 5), (u'gov', 5), (u'national', 5), (u'fury', 5)]","[((u'student', u'loan'), 8), ((u'gov', u'says'), 5), ((u'says', u'debt'), 5), ((u'loan', u'interest'), 5), ((u'surge', u'third'), 5), ((u'national', u'debt'), 5), ((u'third', u'gov'), 5), ((u'fury', u'student'), 5), ((u'interest', u'surge'), 5), ((u'debt', u'fair'), 5)]",0.55,0.41
47,soul2soul,04/13/2017,"[(u'charleston', 67), (u'north', 67), (u'sc', 16), (u'fire', 11), (u'guns', 10), (u'crews', 10), (u'injured', 10), (u'one', 9), (u'another', 9), (u'today', 9)]","[((u'north', u'charleston'), 63), ((u'charleston', u'sc'), 16), ((u'injured', u'guns'), 9), ((u'charleston', u'today'), 9), ((u'guns', u'north'), 9), ((u'another', u'one'), 9), ((u'one', u'injured'), 9), ((u'reported', u'fire'), 6), ((u'fire', u'north'), 6), ((u'crews', u'respond'), 4)]",0.21,0.05
48,force,04/13/2017,"[(u'wars', 73), (u'forces', 67), (u'star', 67), (u'destiny', 61), (u'far', 25), (u'animated', 20), (u'shorts', 19), (u'primer', 17), (u'vistazo', 17), (u'galaxy', 13)]","[((u'star', u'wars'), 66), ((u'wars', u'forces'), 63), ((u'forces', u'destiny'), 61), ((u'destiny', u'primer'), 17), ((u'primer', u'vistazo'), 17), ((u'animated', u'shorts'), 16), ((u'destiny', u'animated'), 14), ((u'galaxy', u'far'), 13), ((u'far', u'far'), 12), ((u'iconic', u'heroes'), 10)]",2.23,0.03
